doc_id,content_type,source_language,target_language,client,brand,tone,source_segment,mt_segment,pe_segment,translation_direction
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Go to the Home screen.,Vá para a tela inicial.,Vá para a tela inicial.,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,3,3,3,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap the Menu icon at the top of the screen.,Toque no ícone Menu na parte superior da tela.,Toque no ícone Menu na parte superior da tela.,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,4,4,4,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap Settings.,Toque em ''Configurações''.,Toque em ''Configurações''.,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,5,5,5,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Scroll to the bottom and tap Repair your account.,Role até a parte inferior e toque em Reparar sua conta.,Role até a parte inferior e toque em Reparar sua conta.,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,6,6,6,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap Repair.,Toque em Reparar.,Toque em Reparar.,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"After those steps are done, if the books still don't appear please sign out of your account","Depois que essas etapas forem feitas, se os livros ainda não aparecerem, saia da sua conta","Depois que essas etapas forem feitas, se os livros ainda não aparecerem, saia da sua conta",agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,obrigada deu certo recuperei os livro.,"Thank you, I will recuperate the book.","Thank you! It worked, I got the books back!",customer
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Thank you, so in this case you are able to see the #NUMBER# books?","Obrigado, então, neste caso, você consegue ver os #NUMBER# livros?","Obrigado, então, neste caso, você consegue ver os #NUMBER# livros?",agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,não só os três que comprei e os que já tinha na conta da #PRS_ORG#.,Not only the three I bought and the ones I already had in the account of the #PRS_ORG#.,"No, just the three I bought and the ones I already had in the #PRS_ORG# account.",customer
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,That is fantastic!,Isso é fantástico!,Isso é fantástico!,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,so all the books you are looking for are there?,"Então, todos os livros que você está procurando estão lá?","Então, todos os livros que você está procurando estão lá?",agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,sim obrigada,Yes thank you,"Yes, thank you!",customer
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,That's great!,Isso é ótimo!,Isso é ótimo!,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,@ i'm glad it worked for you,@ i estou feliz que funcionou para você,@ Estou feliz que funcionou para você,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,is anything else i help you with?,Há mais alguma coisa em que eu possa ajudá-lo?,Há mais alguma coisa em que eu possa ajudá-la?,agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Boa tarde!,Good afternoon.,Good afternoon.,customer
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Deus abençoe seu dia.,God bless your day.,God bless your day.,customer
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today.","Obrigado por entrar em contato com #PRS_ORG#, foi um prazer ajudá-lo hoje.","Obrigado por entrar em contato com #PRS_ORG#, foi um prazer ajudá-la hoje.",agent
en_pt-br_#CLIENT-02#_default_2021-02-07-2,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I hope you have an excellent day.,Espero que você tenha um excelente dia.,Espero que você tenha um excelente dia.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Comprei o ebook Mundança de Mindset - uma nova forma de pensar a educação.,I bought the ebook Mundança de Mindset - a new way of thinking about education.,"I bought the e-book ""Mundança de Mindset - uma nova forma de pensar a educação.""",customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"A compra foi feita na cultura, mas nao consigo abrir no #PRS_ORG#.","The purchase was made in culture, but I can't open in #PRS_ORG#.","I bought it at Cultura, but I can't open it in #PRS_ORG#.",customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"De acordo com a Livraria, o ebook está com um erro e eu deveria buscar suporte com vocês.","According to the Bookstore, the ebook is in error and I should seek support with you.","According to the bookshop, the e-book has an error and I should seek support from you.",customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,#EMAIL#,#EMAIL#,#EMAIL#,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,15/01/#NUMBER#,15/01/#NUMBER#,15/01/#NUMBER#,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Thank you for the information.,Obrigado pela informação.,Agradeço pela informação.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I will be more than happy to assist you.,Terei todo o prazer em ajudá-lo!,Terei todo o prazer em lhe ajudar!,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I understand you are not being able to open a recently purchased book.,Eu entendo que você não está sendo capaz de abrir um livro comprado recentemente.,Eu entendo que você não está conseguindo abrir um livro comprado recentemente.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Don't worry, I will be happy to fix this file for you.","Não se preocupe, ficarei feliz em consertar este arquivo para você.","Não se preocupe, ficarei feliz em consertar este arquivo para você.",agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"One moment, please",Um momento por favor,"Um momento, por favor.",agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,o livro é: Mudança de Mindset - uma nova forma de pensar a educação,The book is: Change of Mindset - a new way of thinking about education,"The book is: ""Mudança de Mindset - uma nova forma de pensar a educação""",customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"I'm sorry, the e-mail address you just provided does not have this title on its library nor on its purchase history, is there any other possible email address associated to another account where the book might be?","Desculpe, o endereço de e-mail que você acabou de fornecer não tem esse título em sua biblioteca nem no seu histórico de compras, há algum outro endereço de e-mail possível associado a outra conta em que o livro possa estar?","Desculpe, o endereço de e-mail que você acabou de fornecer não tem esse título em sua biblioteca nem no seu histórico de compras. Há algum outro endereço de e-mail possível associado a outra conta onde o livro possa estar?",agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"nao, somente este email mesmo",Not only this email itself,"No, just this email.",customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Ah.,Ah,Ah!,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I see it now.,Eu vejo agora.,Eu vejo agora.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,It seems that this book was added as a free preview.,Parece que este livro foi adicionado como uma pré-visualização gratuita.,Parece que este livro foi adicionado como uma pré-visualização gratuita.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Were you charged for it?,Você foi cobrado por isso?,Você foi cobrado por isso?,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,fiz uma pré-visualizaçao também,I did a preview also,I also did a preview,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,mas fiz uma compra na #PRS_ORG#,But I made a purchase at #PRS_ORG#,But I made a purchase at #PRS_ORG#,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Correct.,Correto.,Correto.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I understand that,Eu entendo.,Eu entendo.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"One moment, please",Um momento por favor,"Um momento, por favor.",agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Let me see how I can help,Deixe-me ver como posso ajudar,Deixe-me ver como posso ajudar.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,URL: #URL#,Url: #URL#,URL: #URL#,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Type: application/pdf,Type: Application/pdf,Type: application/pdf,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Size: #NUMBER#,Size: #NUMBER#,Size: #NUMBER#,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Thank you for the screenshot!,Obrigado pela captura de tela.,Agradeço pela captura de tela.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Is this #PRS_ORG#'s fiscal note?,Esta é a nota fiscal da #PRS_ORG#?,Esta é a nota fiscal da #PRS_ORG#?,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,este é o emai com a confirmaçao da compra,This is the emai with the confirmation of purchase,This is the email with the purchase confirmation.,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"mas, posso acessar a nota sim","But, I can access the note yes","But, yes, I can access the note.",customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Please feel free to send the note so I can add the book properly,"Por favor, se sinta livre de enviar a nota para que eu possa adicionar o livro corretamente","Por favor, fique à vontade para enviar a nota para eu poder adicionar o livro corretamente.",agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Visitor uploaded: #PRS_ORG#,Visitor uploaded: #PRS_ORG#,Visitor uploaded: #PRS_ORG#,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,URL: #URL#,Url: #URL#,URL: #URL#,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Type: application/pdf,Type: Application/pdf,Type: Application/pdf,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Size: #NUMBER#,Size: #NUMBER#,Size: #NUMBER#,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"O PDF com a Nota ou o XML,, não recebi ainda da Livraria","The PDF with the Note or XML, I haven't received yet from the Bookstore","The PDF with the Note or XML, I haven't received yet from the Bookshop.",customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"mas, acessando a minha conta na #PRS_ORG#, aparece essa msg de que a mesma ja foi fatuda.","But, accessing my account in #PRS_ORG#, appears this msg that the same has already been billed.","But, when accessing my account at #PRS_ORG#, this message appears that it has already been billed.",customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Também, recebi a seguinte mensagem da Cultura:","Also, I received the following message from Culture:","Also, I received the following message from Cultura:",customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tudo bem?,All right?,Is everything okay?,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Agradecemos pela nova oportunidade;,Thank you for the new opportunity;,Thank you for the new opportunity;,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Atentos ao seu email, sobre o pedido #PHONENUMBER#, conversamos com a #PRS_ORG# e foi detectado que o ebook possui uma falha.","Attentive to your email, about the #PHONENUMBER# request, we talked to #PRS_ORG# and it was detected that the ebook has a flaw.","Regarding your email, about the request #PHONENUMBER#, we talked to #PRS_ORG# and detected that the e-book has a defect.",customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Eles pediram para você entrar em contato diretamente com o suporte da #PRS_ORG#, através do CHAT.",They asked you to contact #PRS_ORG# support directly through CHAT.,They asked you to contact #PRS_ORG# support directly via Chat.,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Alright completely understand, don't worry, #NAME#.","Tudo bem, entenda completamente, não se preocupe, #NAME#.","Tudo bem, entendo perfeitamente, não se preocupe, #NAME#.",agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I will be happy to add the full version of the book to your library.,Terei todo o prazer em adicionar a versão completa do livro à sua biblioteca.,Terei todo o prazer em adicionar a versão completa do livro à sua biblioteca.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,You can repair your account on your #PRS_ORG# to have the change applied,Você pode reparar sua conta no seu #PRS_ORG# para que a alteração seja aplicada,Você pode reparar sua conta no seu #PRS_ORG# para que a alteração seja aplicada.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,On your e-reader:,No seu e-reader:,No seu e-reader:,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,1,1,1,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Go to your Home screen.,Vá para a tela inicial.,Vá para a tela inicial;,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,2,2,2,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap the More icon at the bottom of the screen.,Toque no ícone Mais na parte inferior da tela.,Toque no ícone Mais na parte inferior da tela;,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,3,3,3,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap Settings.,Toque em Configurações.,Toque em Configurações;,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,4,4,4,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap Device information.,Toque em ''Informações do dispositivo''.,Toque em Informações do Dispositivo;,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,5,5,5,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Beside 'Repair your #PRS_ORG# account', tap Repair.","Ao lado de ""Reparar seu conta da #PRS_ORG#"", toque em ""Reparar"".","Ao lado de ""Reparar sua conta da #PRS_ORG#"", toque em Reparar;",agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,6,6,6,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap Repair now.,Toque em Reparar agora.,Toque em Reparar agora.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Feel free to let me know if you are now able to see it,Sinto-me livre de me avisar se agora você consegue vê-lo,Fique à vontade para me avisar se agora você consegue vê-lo.,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,o livro aparace na bilbioteca,The book aparace in the bilbioteca,The book appears in the library,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,agora,Now,now,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,farei a leitura ... o,I will read... the,I will read it.,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,obrigado,Thank you,Thank you!,customer
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,you're welcome!,De nada!,De nada!,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today.","Obrigado por entrar em contato com #PRS_ORG#, foi um prazer ajudá-lo hoje.","Agradeço por entrar em contato com #PRS_ORG#, foi um prazer lhe ajudar hoje.",agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I hope you have an excellent evening.,Espero que você tenha uma excelente noite!,Espero que você tenha uma excelente noite!,agent
en_pt-br_#CLIENT-02#_default_2021-01-17-7,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,igualmente,"Also,",You too.,customer
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Boa tarde!,Good afternoon.,Good afternoon.,customer
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Estou tentando reproduzir um audiobook, mas só reproduz 4 minutos.","I'm trying to reproduce an audiobook, but it only plays 4 minutes.","I'm trying to play an audiobook, but it only plays 4 minutes.",customer
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,#EMAIL#,#EMAIL#,#EMAIL#,customer
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,The duke and I|,The duke and I |,The duke and I |,customer
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Thank you for the information.,Obrigado pela informação.,Obrigado pela informação.,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I will be more than happy to assist you.,Terei todo o prazer em ajudá-lo!,Será um prazer ajudar!,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Nice to meet you, #NAME#.","Prazer em conhecê-la, #NAME#.","Prazer em conhecer você, #NAME#.",agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I hope you are having a great day!,Espero que você esteja tendo um ótimo dia!,Espero que você esteja tendo um ótimo dia!,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Is this the audio book that you're having issues with?,Este é o livro de áudio com o qual você está tendo problemas?,É este o audiolivro com o qual você está tendo problemas?,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,sim,Yes,Yes,customer
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I will proceed to do some troubleshooting on my side but I will delete the audio book from your account and re-add it,"Continuarei a fazer alguma solução de problemas do meu lado, mas excluirei o livro de áudio da sua conta e adicioná-lo novamente","Continuarei com a solução de problemas do meu lado, mas excluirei o audiolivro da sua conta e adicionarei novamente.",agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Can I please know on what device you want to listen to it?,Posso saber em qual dispositivo você deseja ouvi-lo?,Posso saber em qual dispositivo você deseja ouvi-lo?,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Smatphone,Smatphone,Smartphone,customer
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Please do the following steps on your #PRS_ORG# app,"Por favor, faça as seguintes etapas no seu appda #PRS_ORG#","Por favor, faça as seguintes etapas no seu app #PRS_ORG#",agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,1,1,1,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap the #PRS_ORG# icon at the top of the screen.,Toque no ícone #PRS_ORG# na parte superior da tela.,Toque no ícone #PRS_ORG# na parte superior da tela.,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,2,2,2,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Go to the Home screen.,Vá para a tela inicial.,Vá para a tela inicial.,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,3,3,3,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap the Menu icon at the top of the screen.,Toque no ícone Menu na parte superior da tela.,Toque no ícone Menu na parte superior da tela.,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,4,4,4,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap Settings.,Toque em ''Configurações''.,"Toque em ""Configurações"".",agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,5,5,5,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Scroll to the bottom and tap Repair your account.,Role até a parte inferior e toque em Reparar sua conta.,"Role até a parte inferior e toque em ""Restaurar sua conta"".",agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,6,6,6,agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Tap Repair.,Toque em Reparar.,"Toque em ""Restaurar"".",agent
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,pt-br,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Acabei de fazer,I have just done,I just did it.,customer
en_pt-br_#CLIENT-02#_default_2021-02-14-5,chat,en,pt-br,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Splendid, please open your audio book and let me know if the issue is solved.","Excelente, abra seu livro de áudio e me informe se o problema está resolvido.",Excelente! Abra seu livro de áudio e me informe se o problema está resolvido.,agent
